seq_id,Pdb,Total Energy,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,Entropy Side Chain,Entropy Main Chain,Sloop Entropy,Mloop Entropy,Cis Bond,Torsional Clash,Backbone Clash,Helix Dipole,Water Bridge,Disulfide,Electrostatic Kon,Partial Covalent Bonds,Energy Ionisation,Entropy Complex,Residue Number
peleke-llama-3.1-8b-instruct_PD-L1_05,978.772,-158.81,-68.5632,-498.699,-15.9319,717.567,-643.766,673.938,222.599,699.81,0,0,1.12406,53.0452,291.286,0.0,0,-4.1457,-0.0785466,0,0.686191,0,448,
peleke-llama-3.1-8b-instruct_PD-L1_06,1093.46,-163.296,-48.0422,-490.613,-12.817,696.078,-637.165,779.558,217.034,711.1,0,0,1.12406,48.0363,261.491,0.0,0,-7.397,-0.730661,0,0.58766,0,450,
peleke-llama-3.1-8b-instruct_PD-L1_07,648.081,-230.321,-60.3432,-483.194,-14.6334,675.517,-624.828,444.635,212.715,680.388,0,0,2.24811,45.2406,291.217,0.0,0,0.0,0.0550268,0,0.602877,0,445,
peleke-llama-3.1-8b-instruct_PD-L1_08,1096.58,-163.388,-67.0202,-499.198,-20.105,734.489,-640.978,756.22,221.311,713.13,0,0,2.24811,59.9961,319.204,0.0,0,0.0,-0.596825,0,0.474737,0,445,
peleke-llama-3.1-8b-instruct_PD-L1_09,712.646,-232.427,-58.5493,-484.516,-20.3218,676.223,-625.216,494.376,214.739,693.543,0,0,1.12406,53.0182,214.828,0.0,0,0.0,0.226944,0,0.425187,0,449,
peleke-llama-3.1-8b-instruct_PD-L1_10,612.252,-237.253,-64.4904,-477.267,-16.3781,673.954,-617.099,411.498,212.139,679.574,0,0,1.12406,49.9644,199.369,0.0,0,-4.23226,-0.0323251,0,0.749427,0,446,
peleke-llama-3.1-8b-instruct_PD-L1_11,1096.43,-227.386,-74.7498,-502.235,-10.7161,706.79,-648.238,867.914,222.303,708.797,0,0,2.24811,51.0315,345.711,0.0,0,0.0,0.0450809,0,0.626088,0,452,
peleke-llama-3.1-8b-instruct_PD-L1_12,696.845,-237.089,-71.8356,-500.451,-18.3027,690.948,-651.378,517.333,224.569,691.764,0,0,4.95088,48.5151,260.571,0.0,0,-2.39268,-0.504891,0,0.719139,0,449,
peleke-llama-3.1-8b-instruct_PD-L1_13,743.863,-233.005,-61.8369,-472.276,-21.1131,662.562,-610.892,528.154,214.373,678.807,0,0,2.24811,60.2809,238.15,0.0,0,-3.61257,-0.357198,0,0.530428,0,447,
peleke-llama-3.1-8b-instruct_PD-L1_14,651.73,-214.877,-63.3985,-488.316,-19.3412,680.202,-635.415,440.812,218.112,684.969,0,0,3.37217,48.1577,208.55,0.0,0,-3.03506,-0.714503,0,1.20136,0,445,
peleke-llama-3.1-8b-instruct_PD-L1_15,831.904,-195.389,-52.0267,-486.875,-16.5853,684.622,-632.376,562.945,214.622,694.533,0,0,3.37217,57.4822,264.56,0.0,0,-2.92441,-0.130605,0,0.63343,0,446,
peleke-llama-3.1-8b-instruct_PD-L1_16,625.649,-224.082,-61.6976,-493.296,-18.1173,678.303,-639.2,431.852,217.472,689.054,0,0,3.37217,41.5612,203.823,0.0,0,0.0,0.00898017,0,0.417292,0,446,
peleke-llama-3.1-8b-instruct_PD-L1_17,975.173,-161.866,-47.0088,-506.545,-11.2112,727.993,-658.401,657.146,216.948,698.153,0,0,2.24811,57.2896,335.233,0.0,0,0.0,-0.253176,0,0.677965,0,451,
peleke-llama-3.1-8b-instruct_PD-L1_18,1106.94,-225.847,-63.2516,-496.621,-16.1516,704.815,-642.738,855.272,222.376,713.196,0,0,6.03277,49.0154,430.527,0.0,0,0.0,0.237677,0,0.599561,0,455,
peleke-llama-3.1-8b-instruct_PD-L1_19,699.044,-234.755,-57.816,-488.902,-19.6065,688.773,-629.417,483.279,216.541,681.479,0,0,3.37217,55.8818,243.659,0.0,0,0.0,-0.548667,0,0.763932,0,444,
peleke-llama-3.1-8b-instruct_PD-L1_20,1235.02,-204.445,-66.2843,-512.865,-14.9635,721.33,-664.341,989.557,231.075,711.046,0,0,2.24811,46.8082,283.458,0.0,0,-4.0383,-0.815922,0,0.710467,0,455,
peleke-llama-3.1-8b-instruct_PD-L1_21,596.666,-234.236,-68.553,-479.614,-15.3112,665.295,-618.259,425.108,216.669,666.842,0,0,1.12406,37.0466,190.359,0.0,0,0.0,-0.0569615,0,0.611511,0,442,
peleke-llama-3.1-8b-instruct_PD-L1_22,586.177,-236.338,-67.4282,-489.202,-19.1096,674.732,-634.801,414.423,219.8,684.243,0,0,3.37217,43.3771,194.764,0.0,0,-7.4056,-0.0534467,0,0.56633,0,448,
peleke-llama-3.1-8b-instruct_PD-L1_23,804.835,-203.829,-60.7574,-466.986,-20.7335,675.836,-594.804,571.88,206.844,667.071,0,0,1.12406,31.471,178.023,0.0,0,-2.37933,-0.516987,0,0.615107,0,446,
peleke-llama-3.1-8b-instruct_PD-L1_24,629.787,-241.537,-63.5045,-487.7,-19.0235,670.857,-630.856,457.179,217.585,682.281,0,0,2.24811,45.9558,231.076,0.0,0,-4.28437,-0.0907627,0,0.677587,0,449,
peleke-llama-3.1-8b-instruct_PD-L1_25,619.778,-229.185,-69.3319,-476.4,-15.7638,665.442,-615.002,423.492,213.031,684.113,0,0,1.12406,44.6404,191.02,0.0,0,-6.97503,-0.0910759,0,0.684734,0,447,
peleke-llama-3.1-8b-instruct_PD-L1_26,1278.1,-161.522,-49.0166,-509.01,-16.597,732.731,-659.249,920.341,225.48,743.662,0,0,0.0,52.3929,460.113,0.0,0,0.0,-1.74646,0,0.631459,0,442,
peleke-llama-3.1-8b-instruct_PD-L1_27,1041.14,-203.261,-64.0899,-500.122,-14.3337,711.54,-648.532,780.76,219.601,699.175,0,0,2.24811,64.2458,381.133,0.0,0,-7.33828,0.257822,0,0.993954,0,454,
peleke-llama-3.1-8b-instruct_PD-L1_28,631.944,-234.652,-56.3948,-484.676,-11.9494,665.879,-632.632,444.545,214.427,680.448,0,0,3.37217,49.9793,231.566,0.0,0,-6.96405,0.0949471,0,0.46677,0,447,
peleke-llama-3.1-8b-instruct_PD-L1_29,815.931,-236.335,-66.5425,-494.825,-18.5326,690.624,-642.139,644.019,220.862,686.696,0,0,3.37217,34.9767,243.296,0.0,0,-7.34977,-0.342268,0,1.44658,0,446,
peleke-llama-3.1-8b-instruct_PD-L1_30,1010.01,-195.305,-54.6092,-504.815,-14.8781,722.929,-656.889,720.69,232.309,710.061,0,0,3.37217,50.2469,346.968,0.0,0,-3.58254,-0.141944,0,0.622183,0,448,
peleke-llama-3.1-8b-instruct_PD-L1_31,1577.69,-141.411,-61.5017,-523.625,-13.2263,768.064,-678.605,1190.6,231.643,725.444,0,0,3.37217,75.2385,394.923,0.0,0,0.0,0.557455,0,1.13947,0,442,
peleke-llama-3.1-8b-instruct_PD-L1_32,991.833,-219.391,-59.0976,-501.992,-11.4168,702.28,-651.145,770.227,219.027,697.219,0,0,2.24811,49.8673,355.115,0.0,0,-7.30154,0.64855,0,0.660466,0,450,
peleke-llama-3.1-8b-instruct_PD-L1_33,801.022,-225.022,-66.7417,-489.993,-15.9234,683.651,-631.619,575.885,217.173,700.096,0,0,3.37217,56.1162,255.55,0.0,0,-6.84354,-0.314502,0,1.18497,0,451,
peleke-llama-3.1-8b-instruct_PD-L1_34,974.244,-173.036,-56.0556,-502.514,-11.9731,714.085,-653.091,681.017,217.822,693.89,0,0,1.12406,62.2536,287.265,0.0,0,0.0,0.0267722,0,0.694024,0,448,
peleke-llama-3.1-8b-instruct_PD-L1_35,811.34,-188.708,-66.5133,-494.62,-13.4038,712.36,-638.206,543.796,220.954,695.126,0,0,2.24811,40.6415,271.289,0.0,0,-2.87746,-0.124296,0,0.667771,0,447,
peleke-llama-3.1-8b-instruct_PD-L1_36,987.465,-231.588,-62.4067,-483.55,-15.2899,680.843,-622.463,760.822,214.363,695.342,0,0,2.24811,52.2719,329.511,0.0,0,-3.76516,0.0120494,0,0.625813,0,450,
peleke-llama-3.1-8b-instruct_PD-L1_37,691.476,-225.456,-67.7406,-494.78,-18.2726,682.452,-642.332,501.043,217.905,693.764,0,0,3.37217,46.7862,193.112,0.0,0,-6.16669,0.197866,0,0.703158,0,449,
peleke-llama-3.1-8b-instruct_PD-L1_38,581.013,-227.092,-61.7306,-492.062,-15.8354,682.2,-638.804,379.871,217.468,678.905,0,0,3.37217,61.7511,242.802,0.0,0,-7.45458,-0.0420558,0,0.466126,0,450,
peleke-llama-3.1-8b-instruct_PD-L1_39,632.861,-199.347,-51.19,-493.634,-11.4597,690.849,-641.283,380.391,214.232,679.71,0,0,3.37217,60.373,228.456,0.0,0,0.0,0.352061,0,0.495438,0,449,
peleke-llama-3.1-8b-instruct_PD-L1_40,755.421,-224.678,-58.909,-481.046,-11.2318,676.48,-621.904,538.095,212.13,681.793,0,0,1.12406,47.2596,227.151,0.0,0,-4.40389,0.157787,0,0.554066,0,447,
peleke-llama-3.1-8b-instruct_PD-L1_41,1117.33,-196.332,-62.9116,-511.43,-21.3704,731.029,-662.37,870.944,226.862,689.276,0,0,2.24811,53.9776,373.913,0.0,0,-4.02325,0.28479,0,1.1407,0,447,
peleke-llama-3.1-8b-instruct_PD-L1_42,664.28,-240.325,-72.0319,-494.101,-18.093,683.635,-638.706,492.876,221.026,684.395,0,0,3.37217,45.0974,244.612,0.0,0,-3.40596,0.0669312,0,0.473962,0,448,
peleke-llama-3.1-8b-instruct_PD-L1_43,969.955,-231.904,-57.8792,-489.944,-2.34099,685.09,-636.478,717.834,219.549,704.023,0,0,4.49622,60.6992,257.194,-0.308618,0,-4.30848,0.503384,0,0.923244,0,453,
peleke-llama-3.1-8b-instruct_PD-L1_44,865.3,-233.676,-50.7823,-485.066,-10.7518,678.598,-630.81,623.63,212.059,690.732,0,0,4.49622,66.5985,309.991,0.0,0,0.0,-0.171954,0,0.444396,0,448,
peleke-llama-3.1-8b-instruct_PD-L1_45,1220.87,-178.231,-59.7859,-520.078,-15.1053,753.162,-670.941,894.154,238.838,719.77,0,0,2.24811,56.1073,319.462,0.0,0,0.0,0.0898966,0,0.640941,0,459,
peleke-llama-3.1-8b-instruct_PD-L1_46,1101.52,-222.157,-48.0044,-491.043,-13.5329,691.037,-638.966,850.392,219.891,704.575,0,0,3.37217,48.2977,320.586,0.0,0,-3.14273,0.29666,0,0.506368,0,453,
peleke-llama-3.1-8b-instruct_PD-L1_47,603.568,-242.715,-54.2405,-486.771,-16.6739,675.479,-634.313,410.804,221.016,677.947,0,0,3.37217,52.9018,168.419,0.0,0,-3.90601,-0.0924947,0,0.758808,0,448,
peleke-llama-3.1-8b-instruct_PD-L1_48,913.995,-207.381,-70.417,-505.266,-16.4906,706.0,-657.588,703.156,225.247,687.213,0,0,3.37217,51.4484,307.122,0.0,0,-6.26125,0.258871,0,0.703252,0,444,
peleke-llama-3.1-8b-instruct_PD-L1_49,759.655,-227.358,-67.6252,-485.437,-14.6725,689.872,-623.861,516.553,215.233,707.886,0,0,1.12406,50.0937,327.126,0.0,0,-3.04632,0.0532506,0,0.840287,0,454,
peleke-llama-3.1-8b-instruct_PD-L1_50,818.388,-195.074,-63.42,-492.069,-18.3245,696.153,-632.934,556.189,224.735,691.321,0,0,1.12406,50.1392,232.824,0.0,0,0.0,0.101786,0,0.446184,0,445,
peleke-llama-3.1-8b-instruct_BBF-14_01,953.647,-219.139,-64.8454,-399.863,-7.43519,573.089,-506.911,847.38,173.752,521.221,0,0,2.24811,36.2107,205.498,0.0,0,-2.99161,-0.231369,0,1.16404,0,348,
peleke-llama-3.1-8b-instruct_BBF-14_02,1533.45,-126.514,-64.3928,-412.592,-11.2659,627.91,-526.295,1225.21,171.36,573.313,0,0,5.78446,75.3732,621.401,0.0,0,-6.12182,-0.129146,0,1.8172,0,344,
peleke-llama-3.1-8b-instruct_BBF-14_03,1678.45,-147.915,-58.964,-421.585,-7.52448,642.353,-535.614,1376.41,173.279,581.861,0,0,4.14044,73.4575,437.738,0.0,0,-3.43206,0.212405,0,1.77096,0,356,
peleke-llama-3.1-8b-instruct_BBF-14_04,1917.91,-143.253,-56.9214,-406.435,-10.8742,634.724,-511.808,1621.69,169.945,573.85,0,0,2.24811,48.017,542.444,0.0,0,-3.75713,-0.686494,0,1.17615,0,347,
peleke-llama-3.1-8b-instruct_BBF-14_05,1436.47,-143.597,-64.2948,-393.06,-11.1908,598.811,-492.789,1148.45,161.329,564.904,0,0,1.9253,66.482,432.579,0.0,0,-3.16846,0.0934006,0,2.57746,0,347,
peleke-llama-3.1-8b-instruct_BBF-14_06,1219.56,-134.264,-54.6639,-410.655,-8.68359,619.832,-519.625,924.739,172.955,562.357,0,0,1.12406,67.6145,437.416,0.492459,0,-2.53606,-0.0899119,0,0.964042,0,348,
peleke-llama-3.1-8b-instruct_BBF-14_07,1005.01,-143.417,-43.079,-389.039,-8.82505,586.025,-491.347,760.656,166.873,522.456,0,0,1.12406,45.6158,304.696,0.0,0,-3.88788,0.105171,0,1.75223,0,342,
peleke-llama-3.1-8b-instruct_BBF-14_08,968.92,-149.003,-46.5969,-373.278,-8.1349,554.533,-472.765,727.413,156.05,546.334,0,0,2.24811,38.4332,295.304,0.0,0,-7.15529,-0.183231,0,1.02443,0,353,
peleke-llama-3.1-8b-instruct_BBF-14_09,1370.87,-136.28,-49.3358,-417.127,-14.292,648.554,-527.725,1057.46,175.625,561.996,0,0,2.49553,70.5453,479.654,0.0,0,-2.36313,0.303535,0,1.01162,0,346,
peleke-llama-3.1-8b-instruct_BBF-14_10,909.32,-160.158,-57.1027,-393.418,-8.5095,590.203,-494.463,689.937,170.917,530.699,0,0,1.12406,42.1738,390.58,0.0,0,-2.72991,-0.296864,0,0.943869,0,345,
peleke-llama-3.1-8b-instruct_BBF-14_11,1700.92,-122.363,-57.8212,-408.197,-7.49227,636.041,-517.963,1371.6,165.916,568.619,0,0,2.96058,71.3897,601.606,0.0,0,-3.59169,0.255649,0,1.56455,0,344,
peleke-llama-3.1-8b-instruct_BBF-14_12,4335.19,-125.887,-52.4315,-436.283,-20.9487,731.759,-554.85,3841.67,179.378,678.368,0,0,5.2645,95.1055,1141.93,0.0,0,-7.43825,0.150136,0,1.33294,0,349,
peleke-llama-3.1-8b-instruct_BBF-14_13,1634.29,-132.051,-69.6135,-409.012,-11.7869,629.983,-520.523,1333.64,169.789,561.9,0,0,2.24811,81.4284,473.873,0.0,0,-3.40525,-0.16275,0,1.85074,0,348,
peleke-llama-3.1-8b-instruct_BBF-14_14,1599.82,-141.543,-55.7379,-383.376,-9.2772,580.866,-486.698,1319.85,162.899,548.01,0,0,1.12406,62.3886,562.921,0.0,0,0.0,0.25661,0,1.06088,0,346,
peleke-llama-3.1-8b-instruct_BBF-14_15,1414.48,-150.551,-63.7524,-407.984,-10.663,612.021,-519.922,1192.13,163.373,551.188,0,0,2.24811,49.5318,374.216,0.0,0,-3.44835,-0.651614,0,0.961455,0,347,
peleke-llama-3.1-8b-instruct_BBF-14_16,1404.04,-146.268,-75.1038,-410.422,-10.756,628.033,-518.053,1155.35,171.609,552.9,0,0,2.24811,56.1416,639.412,0.0,0,-3.0433,-0.00720371,0,1.42021,0,347,
peleke-llama-3.1-8b-instruct_BBF-14_17,1195.43,-135.417,-65.2526,-411.088,-9.56709,619.469,-523.899,943.416,174.763,553.603,0,0,4.90872,51.2862,421.082,0.0,0,-7.56919,-0.0557934,0,0.835951,0,350,
peleke-llama-3.1-8b-instruct_BBF-14_18,932.021,-161.122,-64.5582,-397.543,-9.64669,588.512,-502.426,738.91,173.041,537.177,0,0,3.01639,28.4021,259.87,0.0,0,-2.85764,0.075634,0,1.04044,0,348,
peleke-llama-3.1-8b-instruct_BBF-14_19,1498.07,-151.656,-47.5278,-387.836,-11.2909,588.446,-492.42,1259.42,166.329,536.103,0,0,1.12406,43.1701,288.172,0.0,0,-6.67386,-0.339649,0,1.21441,0,346,
peleke-llama-3.1-8b-instruct_BBF-14_20,2001.36,-121.633,-46.5641,-409.624,-8.49917,632.561,-525.475,1646.83,165.12,597.569,0,0,5.73929,68.69,766.006,0.0,0,-4.00784,-0.518993,0,1.17291,0,346,
peleke-llama-3.1-8b-instruct_BBF-14_21,1057.72,-178.263,-57.5453,-390.678,-7.23545,574.301,-496.033,874.432,164.992,527.172,0,0,2.24811,49.3891,275.269,0.259137,0,-6.25766,-0.260837,0,1.20181,0,346,
peleke-llama-3.1-8b-instruct_BBF-14_22,1166.37,-158.675,-59.8973,-405.9,-5.54454,611.929,-515.516,912.877,171.985,564.039,0,0,3.37217,49.0914,446.224,0.0,0,-2.93304,0.239927,0,1.29992,0,353,
peleke-llama-3.1-8b-instruct_BBF-14_23,1475.53,-163.96,-65.4706,-408.789,-4.23013,607.956,-519.713,1267.72,165.819,547.557,0,0,0.0,50.5619,670.816,-0.111125,0,-3.64945,-0.102468,0,1.94208,0,356,
peleke-llama-3.1-8b-instruct_BBF-14_24,1636.31,-137.862,-53.0954,-401.144,-4.26823,622.048,-508.867,1324.86,170.87,567.554,0,0,1.12406,60.6682,508.584,0.0,0,-6.73726,-0.121446,0,1.28359,0,344,
peleke-llama-3.1-8b-instruct_BBF-14_25,946.137,-133.589,-63.2401,-394.223,-12.6806,604.102,-496.198,684.716,166.181,543.884,0,0,1.12406,46.5665,330.86,0.0,0,-2.51012,0.259418,0,1.74432,0,346,
peleke-llama-3.1-8b-instruct_BBF-14_26,643.436,-205.066,-67.976,-383.519,-7.21989,546.514,-482.829,517.434,166.242,518.136,0,0,1.12406,43.0358,237.249,0.0,0,-3.34934,0.114881,0,0.794853,0,346,
peleke-llama-3.1-8b-instruct_BBF-14_27,1510.55,-142.172,-46.0587,-402.532,-14.8903,620.062,-511.347,1222.03,171.382,567.1,0,0,2.24811,48.876,356.646,-0.0307532,0,-6.52568,-0.546173,0,2.95675,0,351,
peleke-llama-3.1-8b-instruct_BBF-14_28,965.903,-188.512,-58.5395,-378.862,-4.82887,540.15,-483.5,840.787,158.714,503.581,0,0,0.0,36.1447,327.411,0.0,0,0.0,-0.266951,0,1.03599,0,343,
peleke-llama-3.1-8b-instruct_BBF-14_29,1451.2,-180.455,-69.0214,-391.061,-8.13191,588.676,-493.942,1275.4,161.457,531.905,0,0,0.0,38.1689,504.654,0.0,0,-3.21343,-0.138003,0,1.55405,0,351,
peleke-llama-3.1-8b-instruct_BBF-14_30,1065.12,-148.212,-51.7756,-389.881,-9.04062,573.781,-497.05,812.645,160.058,565.187,0,0,1.12406,50.2769,292.79,0.0,0,-2.93095,0.0966736,0,0.844423,0,347,
peleke-llama-3.1-8b-instruct_BBF-14_31,1045.65,-152.669,-56.6109,-399.918,-9.46484,584.027,-512.072,836.98,166.999,535.611,0,0,2.24811,51.7373,292.619,0.0,0,-2.73798,-0.0158194,0,1.53936,0,348,
peleke-llama-3.1-8b-instruct_BBF-14_32,1828.53,-131.065,-61.5942,-407.342,-8.88006,630.946,-515.638,1518.28,164.308,567.788,0,0,2.24811,71.3547,779.453,0.0,0,-3.29428,-0.548239,0,1.97351,0,345,
peleke-llama-3.1-8b-instruct_BBF-14_33,1318.23,-131.855,-51.4746,-401.157,-12.9276,630.306,-505.9,995.696,167.601,575.109,0,0,2.24811,56.7743,570.758,0.0,0,-7.03057,-0.00275013,0,0.83962,0,350,
peleke-llama-3.1-8b-instruct_BBF-14_34,1154.6,-162.764,-58.6595,-387.121,-2.40253,575.416,-493.369,955.665,167.24,515.488,0,0,2.24811,43.4509,289.625,0.0,0,-2.76441,-0.172396,0,2.34956,0,344,
peleke-llama-3.1-8b-instruct_BBF-14_35,911.51,-161.589,-66.3406,-388.027,-12.4059,572.816,-493.916,713.961,165.911,542.773,0,0,2.24811,38.7237,301.124,0.0,0,-3.82343,0.185387,0,0.994038,0,345,
peleke-llama-3.1-8b-instruct_BBF-14_36,2191.81,-130.606,-52.3397,-411.498,-5.53624,654.59,-516.962,1788.74,177.269,602.043,0,0,4.90872,79.9732,696.578,0.0,0,0.0,-0.616488,0,1.84342,0,348,
peleke-llama-3.1-8b-instruct_BBF-14_37,1580.07,-141.317,-56.4726,-411.123,-17.5136,633.582,-520.031,1290.66,174.203,564.309,0,0,1.12406,67.0057,469.921,0.0,0,-5.63915,0.0471432,0,1.23389,0,347,
peleke-llama-3.1-8b-instruct_BBF-14_38,1462.08,-154.403,-58.8159,-404.592,-8.27219,621.138,-519.241,1211.7,168.925,557.066,0,0,2.24811,47.0437,537.689,0.0,0,-2.77198,-0.129123,0,2.18531,0,349,
peleke-llama-3.1-8b-instruct_BBF-14_39,1735.61,-137.11,-65.7213,-424.554,-7.73988,647.508,-535.469,1422.61,177.362,598.597,0,0,3.35434,59.2878,576.906,0.0,0,-3.26,-0.122881,0,0.87262,0,361,
peleke-llama-3.1-8b-instruct_BBF-14_40,1483.6,-143.295,-58.4196,-404.229,-8.04016,597.457,-517.957,1239.04,167.457,558.247,0,0,4.14044,53.6771,476.183,0.0,0,-5.8964,0.0975364,0,1.3228,0,351,
peleke-llama-3.1-8b-instruct_BBF-14_41,983.509,-160.176,-67.6007,-399.979,-13.7314,597.975,-502.869,770.123,171.772,551.642,0,0,2.24811,36.2312,400.753,0.38726,0,-2.86476,-0.554502,0,0.905535,0,348,
peleke-llama-3.1-8b-instruct_BBF-14_42,924.468,-124.173,-59.9085,-409.815,-10.5801,617.254,-519.151,656.481,174.101,551.851,0,0,2.24811,46.7707,315.707,0.0,0,-2.19515,0.04739,0,1.53646,0,349,
peleke-llama-3.1-8b-instruct_BBF-14_43,1824.67,-131.236,-61.6473,-382.793,-9.37542,606.422,-478.393,1522.71,154.832,551.102,0,0,0.0,53.8894,680.369,0.0,0,-2.66785,-0.226105,0,2.04712,0,343,
peleke-llama-3.1-8b-instruct_BBF-14_44,960.077,-146.453,-68.5243,-389.869,-9.24702,595.417,-486.543,704.216,167.222,537.65,0,0,3.01639,53.6917,477.879,0.0,0,-2.55506,0.21955,0,1.83575,0,348,
peleke-llama-3.1-8b-instruct_BBF-14_45,3771.5,-126.386,-52.6728,-439.227,-13.3494,741.148,-556.997,3296.32,182.479,649.553,0,0,7.73608,85.9416,1745.6,0.0,0,-3.49904,-0.431226,0,0.886625,0,347,
peleke-llama-3.1-8b-instruct_BBF-14_46,2070.41,-130.191,-63.6299,-405.189,-17.7837,640.799,-509.691,1781.93,163.425,560.496,0,0,3.78466,45.0753,984.715,0.0,0,0.0,-0.61031,0,1.9966,0,347,
peleke-llama-3.1-8b-instruct_BBF-14_47,1291.91,-144.925,-57.913,-400.316,-7.6914,602.62,-511.204,1022.28,166.446,558.158,0,0,4.14044,62.4568,408.814,0.0,0,-3.89094,0.26624,0,1.4836,0,347,
peleke-llama-3.1-8b-instruct_BBF-14_48,810.14,-221.171,-66.0617,-388.993,-11.6808,565.514,-490.933,690.655,169.65,512.632,0,0,2.24811,51.7675,222.642,0.182816,0,-7.35741,0.397666,0,3.28981,0,343,
peleke-llama-3.1-8b-instruct_BBF-14_49,853.849,-158.544,-58.9487,-379.613,-12.9826,557.884,-483.024,657.826,161.008,520.331,0,0,4.14044,47.7889,330.642,0.0,0,-2.93278,-0.123149,0,1.03966,0,342,
peleke-llama-3.1-8b-instruct_BBF-14_50,679.912,-181.214,-61.8071,-379.133,-6.14767,540.278,-479.35,525.003,160.838,528.097,0,0,3.93883,32.1872,279.72,0.0,0,-3.19337,-0.560239,0,0.975663,0,347,
peleke-llama-3.1-8b-instruct_PD-1_01,529.343,-206.62,-61.4786,-385.574,-14.0442,531.249,-487.178,421.802,172.837,527.592,0,0,4.49622,29.5332,171.309,0.0,0,-3.6063,0.257607,0,0.076595,0,341,
peleke-llama-3.1-8b-instruct_PD-1_02,776.323,-199.162,-62.3763,-389.993,-11.4243,556.145,-494.921,642.019,180.082,532.491,0,0,3.37217,25.6322,185.867,0.0,0,-5.66254,0.0229272,0,0.097968,0,345,
peleke-llama-3.1-8b-instruct_PD-1_03,440.439,-200.265,-56.524,-364.646,-12.4389,500.772,-463.087,349.329,165.124,495.234,0,0,5.62028,24.056,128.403,0.0,0,-2.96778,0.0397511,0,0.192825,0,334,
peleke-llama-3.1-8b-instruct_PD-1_04,666.377,-201.878,-64.7885,-382.299,-8.20187,524.795,-485.783,557.65,175.077,520.66,0,0,3.37217,34.1841,192.193,0.0,0,-6.72369,0.0722021,0,0.242167,0,344,
peleke-llama-3.1-8b-instruct_PD-1_05,650.624,-213.393,-58.0891,-390.933,-10.1627,534.399,-498.089,550.474,177.662,522.888,0,0,3.37217,36.427,174.083,0.0,0,-4.33271,0.309976,0,0.0901027,0,344,
peleke-llama-3.1-8b-instruct_PD-1_06,580.035,-199.135,-60.5066,-374.113,-10.7374,520.854,-472.536,469.43,166.356,510.431,0,0,2.24811,31.013,155.385,0.0,0,-3.45996,-0.0422874,0,0.233556,0,339,
peleke-llama-3.1-8b-instruct_PD-1_07,478.781,-195.789,-54.623,-383.916,-11.537,542.428,-486.319,359.247,176.333,509.531,0,0,4.49622,26.1773,183.472,0.0,0,-7.39751,-0.124383,0,0.27342,0,341,
peleke-llama-3.1-8b-instruct_PD-1_08,1021.23,-176.76,-52.2683,-390.212,-9.82071,561.406,-497.43,846.697,181.667,532.26,0,0,4.58176,28.1913,358.624,0.0,0,-7.22048,-0.111444,0,0.251043,0,337,
peleke-llama-3.1-8b-instruct_PD-1_09,568.08,-195.335,-60.292,-373.171,-14.1133,517.753,-474.069,444.868,170.49,517.474,0,0,3.37217,33.5913,170.699,0.0,0,-2.81366,0.0948858,0,0.232155,0,341,
peleke-llama-3.1-8b-instruct_PD-1_10,480.734,-179.956,-47.8966,-376.566,-13.3515,529.324,-476.305,346.217,171.179,504.612,0,0,4.49622,27.0356,185.917,0.0,0,-8.22489,-0.114615,0,0.282804,0,334,
peleke-llama-3.1-8b-instruct_PD-1_11,982.511,-182.785,-48.2978,-388.666,-10.9794,551.356,-497.056,815.344,169.426,536.642,0,0,4.49622,40.3096,291.865,0.0,0,-7.57309,0.0843453,0,0.209525,0,340,
peleke-llama-3.1-8b-instruct_PD-1_12,439.126,-199.508,-56.9071,-373.843,-7.95859,514.112,-474.694,348.15,171.47,496.459,0,0,4.49622,24.0428,143.768,0.0,0,-6.97313,0.177728,0,0.102017,0,332,
peleke-llama-3.1-8b-instruct_PD-1_13,547.859,-181.241,-54.5568,-365.795,-11.9703,519.285,-460.998,386.463,170.95,505.699,0,0,5.2645,37.4699,174.556,0.0,0,-3.4392,0.32238,0,0.404951,0,335,
peleke-llama-3.1-8b-instruct_PD-1_14,614.056,-168.417,-55.2743,-379.729,-5.357,532.623,-482.262,441.616,169.958,533.372,0,0,3.37217,31.1714,191.65,0.0,0,-7.37457,0.117484,0,0.240445,0,341,
peleke-llama-3.1-8b-instruct_PD-1_15,504.46,-178.601,-50.6213,-382.013,-10.8538,533.879,-491.22,356.825,169.59,524.188,0,0,5.62028,30.8755,174.791,0.0,0,-3.64525,0.180309,0,0.256433,0,340,
peleke-llama-3.1-8b-instruct_PD-1_16,904.423,-201.199,-53.3739,-388.4,-12.2708,552.1,-491.258,752.096,180.459,538.216,0,0,6.38855,33.8096,302.533,0.0,0,-11.594,-0.656906,0,0.10536,0,348,
peleke-llama-3.1-8b-instruct_PD-1_17,464.809,-201.812,-59.9091,-369.952,-10.1213,514.037,-469.052,371.642,165.261,500.847,0,0,3.37217,28.7961,167.554,0.0,0,-8.57524,0.0361197,0,0.239381,0,334,
peleke-llama-3.1-8b-instruct_PD-1_18,595.166,-196.827,-55.306,-370.642,-4.22891,515.239,-471.348,470.506,170.645,506.939,0,0,3.37217,30.0675,171.823,0.0,0,-3.68246,0.317115,0,0.113185,0,338,
